N3,N2,B1,B2,P3,P2,P1,N1,C1,C2,C3
L1FLnI_4q13.3eb,0,0,0,0,0,0,0,0,0,0,2
L1FLnI_4q13.3f,2,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q13.3fa,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q13.3fb,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q13.3g,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q13.3ga,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q13.3gb,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q13.3h,1,1,0,0,0,1,0,0,0,0,0
L1FLnI_4q13.3hb,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q13.3i,42,18,5,1,22,33,16,22,0,0,0
L1FLnI_4q13.3ia,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q13.3j,19,22,3,0,17,17,11,15,2,0,0
L1FLnI_4q13.3ja,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q13.3k,0,2,0,0,1,1,0,0,0,0,0
L1FLnI_4q13.3ka,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q13.3l,0,0,0,0,0,0,0,1,0,0,0
L1FLnI_4q13.3la,1,11,0,0,8,9,3,8,0,0,1
L1FLnI_4q13.3n,0,0,0,0,1,0,0,0,0,0,0
L1FLnI_4q13.3na,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q13.3o,5,2,0,0,1,4,7,7,0,0,0
L1FLnI_4q13.3oa,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q13.3p,5,3,0,0,1,2,0,1,0,0,0
L1FLnI_4q13.3pa,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q13.3q,9,1,0,0,8,6,4,24,0,0,0
L1FLnI_4q13.3r,1,4,0,0,0,0,0,1,0,0,0
L1FLnI_4q13.3s,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q13.3sa,7,6,0,0,34,27,23,32,0,1,0
L1FLnI_4q13.3t,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q13.3ta,4,4,0,0,7,0,16,3,0,0,0
L1FLnI_4q13.3v,2,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q13.3va,0,1,0,0,0,0,0,0,0,0,0
L1FLnI_4q13.3w,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q13.3x,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q13.3xa,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q13.3y,1,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q13.3ya,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q13.3z,0,1,0,0,0,0,0,0,0,0,0
L1FLnI_4q13.3za,6,18,0,0,14,3,1,12,0,1,0
L1FLnI_4q21.1a,0,0,0,0,0,0,0,1,0,0,0
L1FLnI_4q21.1b,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q21.1c,2,2,0,0,2,0,1,0,0,0,2
L1FLnI_4q21.1e,4,4,0,0,1,6,1,6,0,0,0
L1FLnI_4q21.1f,5,0,0,0,0,1,0,4,0,0,0
L1FLnI_4q21.1g,0,0,11,0,2,6,1,0,11,17,13
L1FLnI_4q21.1h,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q21.1i,5,1,0,0,1,0,0,1,0,0,0
L1FLnI_4q21.1j,1,1,0,0,2,0,0,1,0,0,0
L1FLnI_4q21.1k,1,2,0,0,9,0,1,9,0,0,0
L1FLnI_4q21.1l,9,3,0,0,1,2,1,3,0,1,0
L1FLnI_4q21.1m,1,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q21.1n,0,0,0,0,1,0,0,0,0,0,0
L1FLnI_4q21.1o,7,5,0,0,14,12,4,13,1,0,3
L1FLnI_4q21.1p,20,7,0,0,28,17,9,33,2,2,0
L1FLnI_4q21.21a,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q21.21b,0,1,0,0,0,0,0,0,0,0,0
L1FLnI_4q21.21c,0,0,0,0,0,2,0,0,0,0,0
L1FLnI_4q21.21d,0,0,0,0,0,1,0,0,0,0,0
L1FLnI_4q21.21e,0,0,0,0,0,2,0,0,0,0,0
L1FLnI_4q21.21f,1,3,1,0,6,3,2,5,1,0,2
L1FLnI_4q21.21g,2,0,0,0,0,1,0,0,0,0,0
L1FLnI_4q21.21h,0,0,0,0,1,0,0,1,0,0,0
L1FLnI_4q21.21i,0,0,0,0,0,0,1,0,0,0,0
L1FLnI_4q21.21j,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q21.21k,169,55,6,0,195,229,152,419,5,7,0
L1FLnI_4q21.21l,121,31,1,0,144,127,106,180,3,4,4
L1FLnI_4q21.21m,0,0,0,0,0,1,0,0,0,0,0
L1FLnI_4q21.21o,5,2,0,0,4,1,0,2,1,0,0
L1FLnI_4q21.21q,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q21.21r,0,0,0,0,1,0,0,0,0,0,0
L1FLnI_4q21.21s,0,0,0,0,1,0,0,0,0,0,0
L1FLnI_4q21.21t,0,2,0,0,1,0,0,1,0,0,0
L1FLnI_4q21.21u,0,2,0,0,0,0,0,0,0,0,0
L1FLnI_4q21.21w,1,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q21.21x,0,0,0,0,0,0,0,0,1,0,0
L1FLnI_4q21.22a,2,0,0,0,0,1,0,1,0,0,0
L1FLnI_4q21.22b,0,0,0,0,0,0,1,0,0,0,0
L1FLnI_4q21.22c,0,0,0,0,1,1,0,0,0,0,0
L1FLnI_4q21.22d,1,1,0,0,0,1,0,2,0,0,0
L1FLnI_4q21.22f,2,0,0,0,1,0,0,0,0,0,0
L1FLnI_4q21.22g,1,2,0,0,0,0,4,2,0,0,0
L1FLnI_4q21.22h,3,0,0,0,1,0,0,0,0,0,0
L1FLnI_4q21.22i,2,1,0,0,0,1,1,1,0,1,0
L1FLnI_4q21.22j,21,10,0,0,25,6,7,22,18,10,20
L1FLnI_4q21.23a,77,26,1,14,232,155,95,141,215,157,187
L1FLnI_4q21.23b,2,6,0,0,9,4,3,4,4,3,6
L1FLnI_4q21.23c,1,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q21.23e,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q21.23f,1,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q21.23g,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q21.23h,4,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q21.23i,1,0,0,0,3,4,0,3,5,1,5
L1FLnI_4q21.23j,1,1,0,0,0,0,1,0,0,0,0
L1FLnI_4q21.23k,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q21.23l,51,2,1,0,32,12,22,10,0,0,0
L1FLnI_4q21.23m,40,6,9,1,203,54,173,62,0,2,0
L1FLnI_4q21.23n,34,10,0,5,579,98,238,75,0,0,0
L1FLnI_4q21.23o,12,0,6,0,54,12,39,10,0,0,0
L1FLnI_4q21.23p,20,3,6,0,47,7,31,21,2,1,2
L1FLnI_4q21.3a,0,0,0,0,2,0,1,0,0,0,0
L1FLnI_4q21.3c,0,0,0,0,4,0,0,1,0,0,0
L1FLnI_4q21.3d,1,1,0,0,0,0,0,0,0,0,0
L1FLnI_4q21.3e,0,0,1,0,0,0,0,1,0,0,0
L1FLnI_4q21.3f,0,0,0,0,1,0,1,1,0,0,0
L1FLnI_4q21.3g,0,0,1,0,0,0,0,0,0,0,0
L1FLnI_4q21.3h,6,1,0,0,9,18,1,11,4,2,14
L1FLnI_4q21.3i,6,2,0,0,5,0,0,1,0,0,2
L1FLnI_4q22.1a,150,50,3,0,268,185,185,246,6,6,8
L1FLnI_4q22.1b,7,7,0,0,6,14,3,8,5,3,2
L1FLnI_4q22.1ba,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q22.1c,1,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q22.1ca,4,1,0,0,1,2,0,0,0,0,0
L1FLnI_4q22.1d,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q22.1da,0,0,0,0,0,1,0,4,0,0,0
L1FLnI_4q22.1e,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q22.1ea,2,1,0,0,0,2,0,0,0,0,0
L1FLnI_4q22.1fa,0,0,0,0,0,1,0,0,0,0,0
L1FLnI_4q22.1ga,2,0,0,0,1,0,0,1,0,0,0
L1FLnI_4q22.1h,2,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q22.1ha,2,1,0,0,1,1,0,0,0,0,0
L1FLnI_4q22.1i,5,0,0,0,0,0,0,3,0,0,0
L1FLnI_4q22.1j,9,1,0,0,0,2,0,1,0,0,0
L1FLnI_4q22.1ja,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q22.1k,2,0,0,0,1,1,0,2,0,0,0
L1FLnI_4q22.1ka,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q22.1l,0,0,0,0,1,0,0,2,0,0,0
L1FLnI_4q22.1la,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q22.1m,1,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q22.1ma,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q22.1n,1,2,0,0,0,0,0,1,0,0,0
L1FLnI_4q22.1o,0,1,0,0,0,0,0,0,0,0,0
L1FLnI_4q22.1p,7,1,0,0,3,3,0,2,0,0,0
L1FLnI_4q22.1q,3,1,0,0,0,4,0,1,0,0,0
L1FLnI_4q22.1r,4,2,0,0,1,3,0,2,0,0,0
L1FLnI_4q22.1s,0,0,0,0,0,1,0,0,0,0,0
L1FLnI_4q22.1u,1,0,0,0,2,6,0,2,0,0,0
L1FLnI_4q22.1v,3,1,0,0,1,1,0,0,0,0,0
L1FLnI_4q22.1w,6,4,0,0,1,3,0,3,0,0,0
L1FLnI_4q22.1x,1,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q22.1y,1,0,0,0,0,1,0,0,0,0,0
L1FLnI_4q22.1z,0,2,0,0,1,1,2,6,0,0,0
L1FLnI_4q22.2a,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q22.2b,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q22.2d,0,0,0,0,0,0,1,0,0,0,0
L1FLnI_4q22.2e,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q22.2g,0,0,0,0,0,0,2,0,1,0,0
L1FLnI_4q22.2i,0,0,0,0,0,1,0,0,0,0,0
L1FLnI_4q22.2k,0,2,0,0,0,0,0,0,0,0,0
L1FLnI_4q22.3a,1,3,0,0,0,2,1,6,220,230,76
L1FLnI_4q22.3aa,0,0,0,0,1,0,0,1,0,0,0
L1FLnI_4q22.3b,3,5,0,9,4,6,2,4,13,8,5
L1FLnI_4q22.3ba,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q22.3c,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q22.3ca,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q22.3d,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q22.3da,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q22.3e,0,1,0,0,0,0,0,0,0,0,0
L1FLnI_4q22.3ea,1,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q22.3f,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q22.3fa,0,3,0,0,0,0,0,0,0,0,0
L1FLnI_4q22.3h,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q22.3i,2,0,0,0,0,0,0,1,0,0,0
L1FLnI_4q22.3k,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q22.3l,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q22.3o,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q22.3t,1,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q22.3v,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q22.3w,0,0,0,0,0,0,0,0,0,0,3
L1FLnI_4q22.3y,0,0,0,0,1,2,0,0,0,0,0
L1FLnI_4q22.3z,0,0,0,0,0,0,0,0,1,0,0
L1FLnI_4q23a,2,0,0,0,0,0,3,0,0,1,0
L1FLnI_4q23c,4,15,0,0,13,6,6,10,3,3,5
L1FLnI_4q23d,2,1,1,3,2,1,2,1,9,3,8
L1FLnI_4q23e,58,39,0,0,62,78,79,87,2,0,0
L1FLnI_4q23f,38,31,1,0,14,11,12,23,0,0,0
L1FLnI_4q23g,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q23h,6,9,0,0,13,19,4,16,1,2,3
L1FLnI_4q23i,1,0,0,0,1,0,0,2,0,0,0
L1FLnI_4q23j,1,0,0,0,2,0,3,4,0,1,0
L1FLnI_4q23k,8,15,0,0,24,12,7,15,6,1,1
L1FLnI_4q23n,1,1,0,0,0,0,0,0,0,0,0
L1FLnI_4q23q,0,0,0,0,1,0,0,1,0,0,0
L1FLnI_4q23r,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q23s,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q23u,0,0,0,0,1,0,0,1,0,0,0
L1FLnI_4q23v,0,1,0,0,1,3,0,0,0,0,0
L1FLnI_4q24a,1,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q24ab,53,26,3,1,142,152,71,113,18,22,5
L1FLnI_4q24b,0,0,0,0,0,0,0,0,0,3,0
L1FLnI_4q24ca,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q24cb,47,31,1,0,76,74,33,60,33,27,33
L1FLnI_4q24d,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q24da,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q24db,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q24e,1,0,0,0,0,1,0,0,0,0,0
L1FLnI_4q24ea,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q24eb,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q24f,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q24fa,1,1,0,0,1,0,0,1,0,0,0
L1FLnI_4q24g,2,0,0,0,0,0,0,1,0,0,0
L1FLnI_4q24ga,12,1,0,0,9,1,2,11,0,1,0
L1FLnI_4q24gb,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q24ha,2,0,0,0,3,0,0,6,0,0,0
L1FLnI_4q24i,0,0,0,0,1,0,0,0,0,0,0
L1FLnI_4q24ib,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q24j,0,0,0,0,1,0,0,0,0,0,0
L1FLnI_4q24ja,3,2,0,0,2,1,0,4,0,0,0
L1FLnI_4q24k,98,36,1,0,99,116,242,112,3,3,4
L1FLnI_4q24ka,0,0,2,0,0,0,0,1,0,0,0
L1FLnI_4q24l,0,2,3,0,0,0,1,0,0,0,0
L1FLnI_4q24la,1,1,0,0,1,1,0,7,0,0,0
L1FLnI_4q24m,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q24ma,2,2,0,0,0,0,1,3,0,0,0
L1FLnI_4q24n,89,32,15,9,230,145,157,155,37,32,31
L1FLnI_4q24na,3,0,0,0,1,0,0,0,0,0,0
L1FLnI_4q24o,4,10,0,0,2,4,1,0,3,0,0
L1FLnI_4q24oa,9,12,0,1,6,7,3,25,0,1,0
L1FLnI_4q24p,17,5,0,0,13,13,1,13,0,1,0
L1FLnI_4q24pa,2,4,0,0,0,3,1,5,0,0,0
L1FLnI_4q24qa,147,104,1,4,313,341,171,302,30,44,29
L1FLnI_4q24r,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q24ra,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q24s,1,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q24sa,12,10,0,0,20,25,11,25,7,7,6
L1FLnI_4q24ta,3,1,0,1,3,3,2,4,2,0,0
L1FLnI_4q24u,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q24va,2,5,0,0,4,4,0,5,1,0,0
L1FLnI_4q24w,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q24wa,0,0,0,0,1,1,0,1,0,0,0
L1FLnI_4q24x,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q24xa,0,0,0,0,0,0,0,1,0,0,0
L1FLnI_4q24y,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q24ya,122,124,3,4,296,317,117,304,66,54,47
L1FLnI_4q24z,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q24za,217,86,4,1,468,579,234,498,84,91,60
L1FLnI_4q25a,1,0,0,0,4,1,0,1,0,0,0
L1FLnI_4q25aa,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q25b,1,2,0,0,2,0,0,3,0,0,0
L1FLnI_4q25ba,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q25d,1,1,0,0,1,4,0,1,1,2,1
L1FLnI_4q25da,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q25e,77,24,1,0,211,283,213,136,1,7,6
L1FLnI_4q25ea,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q25f,0,5,0,0,2,2,0,4,5,10,20
L1FLnI_4q25g,0,0,0,0,1,0,0,2,0,0,0
L1FLnI_4q25ga,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q25h,1,0,0,0,2,0,0,1,0,0,0
L1FLnI_4q25ha,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q25i,0,0,0,0,1,1,0,0,0,0,0
L1FLnI_4q25j,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q25ja,0,0,0,0,0,0,0,0,1,0,0
L1FLnI_4q25k,0,0,0,0,0,0,0,1,0,1,0
L1FLnI_4q25l,191,156,3,1,50,109,52,115,0,0,0
L1FLnI_4q25la,1,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q25m,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q25ma,1,1,2,1,10,10,12,9,4,5,6
L1FLnI_4q25n,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q25na,73,56,23,25,33,62,88,196,18,25,21
L1FLnI_4q25o,7,0,0,0,24,1,14,6,0,0,0
L1FLnI_4q25oa,0,2,0,0,2,0,1,4,0,0,2
L1FLnI_4q25p,27,1,0,0,34,16,21,28,0,0,0
L1FLnI_4q25q,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q25qa,6,11,0,0,17,18,9,12,5,3,6
L1FLnI_4q25s,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q25t,2,1,0,0,0,0,0,0,0,0,0
L1FLnI_4q25u,1,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q25v,1,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q25w,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q25x,0,0,0,0,0,0,0,1,0,0,0
L1FLnI_4q25y,0,1,0,0,0,0,0,0,0,0,0
L1FLnI_4q25z,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q26a,4,5,0,0,14,11,5,14,0,0,0
L1FLnI_4q26aa,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q26b,98,92,14,4,146,199,69,127,0,4,1
L1FLnI_4q26c,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q26d,0,0,0,0,0,1,0,0,0,0,0
L1FLnI_4q26e,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q26fa,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q26g,0,0,0,1,0,0,0,0,0,0,0
L1FLnI_4q26ha,1,2,0,0,0,0,0,4,0,0,0
L1FLnI_4q26j,0,0,0,0,0,0,0,2,0,0,0
L1FLnI_4q26k,2,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q26ka,1,3,0,0,0,2,0,0,1,3,0
L1FLnI_4q26l,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q26m,1,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q26ma,2,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q26n,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q26na,0,0,0,0,0,0,1,0,0,1,0
L1FLnI_4q26o,1,0,0,0,1,0,0,0,0,0,0
L1FLnI_4q26oa,103,66,17,5,193,153,185,142,3,3,2
L1FLnI_4q26p,1,0,0,0,0,0,1,0,0,0,0
L1FLnI_4q26q,1,1,0,0,0,0,0,0,0,0,0
L1FLnI_4q26qa,0,0,2,0,0,0,0,1,0,0,0
L1FLnI_4q26ra,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q26s,1,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q26sa,14,17,0,0,12,28,12,14,1,0,2
L1FLnI_4q26u,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q26ua,17,14,2,0,35,47,58,54,3,4,8
L1FLnI_4q26va,0,2,0,0,2,2,1,0,1,0,0
L1FLnI_4q26w,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q26wa,307,233,15,11,387,330,332,691,47,48,28
L1FLnI_4q26x,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q26xa,3,4,0,0,31,27,9,21,1,3,0
L1FLnI_4q26y,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q26z,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q27a,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q27b,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q27c,0,3,0,0,0,0,0,0,0,1,0
L1FLnI_4q27d,0,3,0,0,0,0,1,0,0,0,0
L1FLnI_4q27g,0,0,0,0,0,0,1,0,0,0,0
L1FLnI_4q27h,4,2,0,0,2,2,8,25,0,0,1
L1FLnI_4q27i,0,0,0,0,2,3,3,8,1,0,2
L1FLnI_4q27j,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q27k,1,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q27l,0,0,0,0,0,0,0,0,0,0,1
L1FLnI_4q27n,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q27p,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q27q,0,0,0,0,0,0,0,0,1,0,0
L1FLnI_4q27r,2,0,0,0,2,0,0,0,0,0,0
L1FLnI_4q27s,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q27t,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q27u,300,336,10,3,308,312,178,430,325,377,464
L1FLnI_4q27x,0,1,0,0,0,0,0,0,0,0,0
L1FLnI_4q27y,0,1,0,0,0,0,0,0,0,0,0
L1FLnI_4q27z,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q28.1a,15,17,1,0,28,19,15,40,15,9,14
L1FLnI_4q28.1aa,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q28.1b,4,2,0,0,2,0,4,2,0,0,0
L1FLnI_4q28.1ba,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q28.1c,31,24,2,3,11,17,8,19,0,1,1
L1FLnI_4q28.1ca,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q28.1d,2,0,0,0,4,1,0,2,0,0,0
L1FLnI_4q28.1e,0,0,0,2,0,0,0,0,0,0,0
L1FLnI_4q28.1f,1,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q28.1fa,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q28.1g,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q28.1ga,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q28.1h,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q28.1ha,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q28.1i,0,1,0,0,0,0,0,0,0,0,0
L1FLnI_4q28.1ia,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q28.1ja,0,0,0,0,0,0,0,0,2,2,0
L1FLnI_4q28.1ka,0,0,0,0,1,0,0,1,2,3,3
L1FLnI_4q28.1l,2,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q28.1la,6,0,0,1,36,21,5,10,105,107,130
L1FLnI_4q28.1ma,0,0,0,0,2,0,0,1,0,0,5
L1FLnI_4q28.1n,2,0,0,0,0,0,0,0,4,2,0
L1FLnI_4q28.1na,2,0,1,0,1,2,1,2,0,0,0
L1FLnI_4q28.1o,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q28.1p,1,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q28.1s,2,0,0,0,10,12,6,4,0,4,0
L1FLnI_4q28.1t,1,0,0,0,4,1,1,1,2,0,0
L1FLnI_4q28.1u,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q28.1v,1,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q28.1x,1,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q28.1y,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q28.1z,1,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q28.2a,13,24,4,0,30,18,9,12,31,49,51
L1FLnI_4q28.2c,2,1,0,0,0,0,0,1,0,0,0
L1FLnI_4q28.2d,4,0,0,0,1,2,0,1,4,0,0
L1FLnI_4q28.2e,0,2,0,0,2,0,0,0,0,0,0
L1FLnI_4q28.2f,1,2,0,0,0,0,0,1,0,0,0
L1FLnI_4q28.2g,13,6,0,0,77,50,49,56,2,4,1
L1FLnI_4q28.2h,255,54,2,8,454,488,358,477,26,22,28
L1FLnI_4q28.2i,197,71,0,5,188,164,140,411,0,5,9
L1FLnI_4q28.2j,194,226,12,4,136,116,155,237,2,2,0
L1FLnI_4q28.2l,400,457,3,2,279,271,308,639,37,54,50
L1FLnI_4q28.2m,44,37,2,0,103,79,44,99,20,34,25
L1FLnI_4q28.2n,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q28.2o,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q28.2q,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q28.2r,1,2,0,0,0,0,0,0,0,0,0
L1FLnI_4q28.2s,1,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q28.2t,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q28.2u,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q28.2v,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q28.3a,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q28.3ba,1,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q28.3c,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q28.3ca,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q28.3d,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q28.3da,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q28.3e,1,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q28.3ea,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q28.3f,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q28.3fa,0,0,0,0,0,0,0,1,0,0,0
L1FLnI_4q28.3g,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q28.3ga,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q28.3ha,0,0,2,0,0,0,0,0,0,0,0
L1FLnI_4q28.3j,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q28.3ja,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q28.3k,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q28.3ka,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q28.3l,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q28.3la,0,0,0,0,0,0,0,0,0,0,0
